id,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
3070,Toyota Corolla Altis G,Pune,2009,70000,Petrol,Manual,Third,14.53 kmpl,1798 CC,138.1 bhp,5,,3
3071,Volkswagen Vento Petrol Highline AT,Pune,2012,61000,Petrol,Automatic,Second,14.4 kmpl,1598 CC,103.6 bhp,5,,3.75
3072,Hyundai EON Era Plus,Pune,2015,66510,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,2.95
3073,Skoda Laura Ambition 2.0 TDI CR MT,Hyderabad,2011,84062,Diesel,Manual,First,20.0 kmpl,1968 CC,108.5 bhp,5,,5.8
3074,Maruti Swift VDI,Hyderabad,2012,80799,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.9
3075,Toyota Corolla Altis 1.8 VL CVT,Kolkata,2018,5000,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5,22.37 Lakh,16.95
3076,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,92000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,,12.5
3077,Tata Tiago Wizz 1.05 Revotorq,Hyderabad,2017,53000,Diesel,Manual,First,27.28 kmpl,1047 CC,69 bhp,5,,5
3078,Skoda Rapid 1.6 MPI Ambition,Mumbai,2015,39822,Petrol,Manual,First,15.41 kmpl,1598 CC,103.52 bhp,5,12.02 Lakh,4.68
3079,Ford Endeavour 3.2 Titanium AT 4X4,Mumbai,2016,29000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7,,29.8
3080,Renault KWID RXL,Kochi,2017,24214,Petrol,Manual,Second,25.17 kmpl,799 CC,53.3 bhp,5,3.95 Lakh,3.46
3081,Hyundai i20 1.4 Asta CRDi with AVN,Pune,2012,75000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,4
3082,Skoda Laura Ambiente,Chennai,2012,77216,Diesel,Manual,Second,17.5 kmpl,1896 CC,106 bhp,5,,4.5
3083,Toyota Corolla Altis Diesel D4DG,Kochi,2013,74290,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,,5.87
3084,Mahindra Scorpio S8 8 Seater,Delhi,2015,61000,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,8,,9.5
3085,Audi Q5 2.0 TDI Premium Plus,Chennai,2013,44000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5,,32.5
3086,Chevrolet Enjoy TCDi LS 8 Seater,Coimbatore,2014,74041,Diesel,Manual,First,18.2 kmpl,1248 CC,73.8 bhp,8,,3.88
3087,BMW 3 Series 320d,Coimbatore,2013,85846,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,48.79 Lakh,13.08
3088,Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,52000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,,3.5
3089,Honda Accord 2.4 MT,Mumbai,2010,47000,Petrol,Manual,Second,12.8 kmpl,2354 CC,177.6 bhp,5,,3.5
3090,Hyundai Verna CRDi,Bangalore,2010,72010,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5,,4.45
3091,Maruti Omni E MPI STD BS IV,Jaipur,2015,15000,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,8,,2.35
3092,Honda City i VTEC SV,Kolkata,2015,480000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,5
3093,Audi A7 2011-2015 Sportback,Kolkata,2012,24720,Diesel,Automatic,Second,0.0 kmpl,2967 CC,241.4 bhp,5,,28
3094,Ford Fiesta 1.4 ZXi Leather,Chennai,2007,75000,Petrol,Manual,Second,16.6 kmpl,1388 CC,68 bhp,5,,2
3095,Hyundai i20 1.4 Asta,Mumbai,2015,57000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,6.35
3096,Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,41057,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5,,24.63
3097,Maruti Wagon R LXI CNG,Pune,2012,92000,CNG,Manual,Second,26.2 km/kg,998 CC,58.2 bhp,5,,3
3098,Ford EcoSport 1.5 TDCi Trend Plus,Chennai,2016,20000,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5,,7.9
3099,Hyundai i20 1.2 Magna,Mumbai,2011,52359,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,3.25
3100,Honda City i VTEC V,Delhi,2016,17000,Petrol,Manual,Second,17.8 kmpl,1497 CC,117.3 bhp,5,,8.25
3101,Nissan Micra Diesel XV,Kolkata,2011,39002,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,,2.85
3102,Ford Figo Diesel EXI,Pune,2010,129986,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5,,3.2
3103,Nissan Micra XL,Kolkata,2013,45000,Petrol,Manual,First,18.44 kmpl,1198 CC,75 bhp,5,,1.75
3104,Maruti Swift VDI BSIV,Kolkata,2013,41300,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,,3.38
3105,Honda Accord 2.4 MT,Ahmedabad,2009,82002,Petrol,Manual,Second,12.8 kmpl,2354 CC,177.6 bhp,5,,5.75
3106,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2010,67000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,,4.7
3107,Maruti Omni 8 Seater BSIV,Hyderabad,2017,21260,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,,2.9
3108,Hyundai i20 Magna Optional 1.4 CRDi,Ahmedabad,2012,55362,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5,,4.25
3109,Hyundai Creta 1.6 CRDi AT SX Plus,Chennai,2017,13000,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5,,14.5
3110,Maruti Swift VDI BSIV,Kochi,2016,45725,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,5.34
3111,Maruti Swift LDI BSIV,Jaipur,2014,105000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,3.85
3112,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2009,156056,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,,8.5
3113,Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,135000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,4.2
3114,Maruti Ertiga Paseo VDI,Delhi,2016,67000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.7 bhp,7,,6.75
3115,Ford Endeavour 3.2 Trend AT 4X4,Jaipur,2016,90000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197.2 bhp,7,,26
3116,Hyundai i20 1.4 Sportz,Coimbatore,2019,32251,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,8.61
3117,Maruti Zen Estilo LXI BS IV,Mumbai,2009,47000,Petrol,Manual,First,19.0 kmpl,998 CC,67.1 bhp,5,,1.46
3118,Maruti Ritz VDi,Mumbai,2011,75308,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,5,,2.8
3119,Maruti Alto K10 LXI CNG Optional,Kochi,2018,44202,CNG,Manual,First,32.26 km/kg,998 CC,58.2 bhp,4,4.66 Lakh,4
3120,Honda City 1.5 S MT,Mumbai,2014,58000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,,5.47
3121,Maruti Swift Dzire ZXi,Mumbai,2009,60000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,2.45
3122,BMW X1 sDrive 20d Sportline,Hyderabad,2014,45000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,,21.5
3123,Tata Manza Aqua Safire,Mumbai,2010,41195,Petrol,Manual,First,15.0 kmpl,1368 CC,90 bhp,5,,1.38
3124,Mahindra XUV500 W10 2WD,Chennai,2016,89000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,,13.5
3125,Hyundai i10 Sportz AT,Bangalore,2009,60510,Petrol,Automatic,Second,16.95 kmpl,1197 CC,78.9 bhp,5,,3.1
3126,Maruti Baleno Sigma 1.2,Mumbai,2016,8500,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,5.49
3127,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,35981,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.29 Lakh,9.51
3128,Ford Figo Petrol ZXI,Mumbai,2012,23152,Petrol,Manual,First,15.6 kmpl,1196 CC,70.02 bhp,5,,2.39
3129,Maruti Wagon R CNG LXI,Delhi,2014,74663,CNG,Manual,First,33.54 km/kg,998 CC,67.04 bhp,5,5.35 Lakh,3.25
3130,Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,61529,Petrol,Automatic,First,18.19 kmpl,1197 CC,103.5 bhp,5,,5.65
3131,Mahindra Xylo D2 BS III,Ahmedabad,2010,91596,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7,,1.85
3132,Porsche Cayenne Base,Kochi,2019,14298,Petrol,Automatic,First,13.33 kmpl,2995 CC,340 bhp,5,1.36 Cr,2.02
3133,Maruti Swift Dzire VDi,Hyderabad,2013,83327,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,5.8
3134,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,22857,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5,,6.9
3135,Hyundai Verna 1.6 VTVT,Chennai,2013,34620,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5,,5.35
3136,Hyundai i10 Era 1.1,Bangalore,2010,56000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,2.85
3137,Mercedes-Benz E-Class E250 CDI Launch Edition,Chennai,2014,81000,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5,,22.75
3138,Maruti Zen LXI,Jaipur,1998,95150,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5,,0.45
3139,Hyundai i10 Sportz,Coimbatore,2013,32776,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,4.64
3140,Honda Amaze S i-Dtech,Coimbatore,2016,51587,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.27
3141,Tata Safari Storme VX,Jaipur,2016,36000,Diesel,Manual,First,14.1 kmpl,2179 CC,148 bhp,7,,10
3142,Honda Brio 1.2 S MT,Mumbai,2015,22000,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5,6.23 Lakh,3.95
3143,Hyundai i20 Asta,Kochi,2010,30754,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,3.38
3144,Volkswagen Jetta 2012-2014 1.4 TSI,Coimbatore,2018,37109,Petrol,Manual,First,14.69 kmpl,1390 CC,120.33 bhp,5,,16.8
3145,Honda Jazz Select Edition,Kolkata,2010,45000,Petrol,Manual,First,16.7 kmpl,1198 CC,88.8 bhp,5,,1.99
3146,Hyundai Grand i10 Sportz,Coimbatore,2017,33284,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.84
3147,Jaguar XF Diesel,Coimbatore,2016,55115,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5,,36.15
3148,Jaguar XF 2.2 Litre Luxury,Kolkata,2014,18000,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5,,25.7
3149,Mahindra XUV500 W8 2WD,Coimbatore,2013,130790,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,,9.24
3150,Maruti S Cross DDiS 320 Alpha,Delhi,2015,16607,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5,,7.65
3151,Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,32205,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,25.31
3152,Renault Duster 110PS Diesel RxZ,Delhi,2013,67000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,,4.75
3153,Maruti Swift Dzire VXI,Coimbatore,2014,57676,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,6.69
3154,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2012,41000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,3.1
3155,Maruti Omni 8 Seater BSII,Jaipur,2012,65000,Petrol,Manual,First,19.7 kmpl,796 CC,35 bhp,8,,1.55
3156,Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,12153,Petrol,Automatic,First,18.9 kmpl,1197 CC,81.86 bhp,5,7.98 Lakh,6.84
3157,Tata Nano Twist XT,Hyderabad,2014,16810,Petrol,Manual,First,25.4 kmpl,624 CC,37.5 bhp,4,,1.6
3158,Audi A4 30 TFSI Premium Plus,Kochi,2017,61221,Petrol,Automatic,First,17.84 kmpl,1395 CC,147.51 bhp,5,47.16 Lakh,21.73
3159,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,22000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,,4.75
3160,Maruti Alto 800 LXI,Chennai,2015,63714,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.45
3161,Mini Cooper 5 DOOR D,Kochi,2019,14857,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,5,41.98 Lakh,31.55
3162,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,69000,Diesel,Automatic,Second,15.2 kmpl,1968 CC,140.8 bhp,5,,10.25
3163,Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,Diesel,Manual,First,12.62 kmpl,2198 CC,158 bhp,7,35.29 Lakh,27.36
3164,Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,2013,100000,Petrol,Manual,Second,15.8 kmpl,1499 CC,110 bhp,5,,6.5
3165,Hyundai Grand i10 Magna,Jaipur,2016,22000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,4.25
3166,Chevrolet Sail 1.2 LS,Mumbai,2014,10000,Petrol,Manual,First,18.2 kmpl,1199 CC,82.4 bhp,5,,5.5
3167,Maruti Swift Dzire LXI,Kolkata,2015,107000,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5,,4
3168,Tata Zest Revotron 1.2T XM,Kochi,2017,48198,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,7.63 Lakh,4.65
3169,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2015,15000,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5,,28.5
3170,Chevrolet Cruze LTZ,Coimbatore,2014,80073,Diesel,Manual,First,17.3 kmpl,1998 CC,163.7 bhp,5,,7.11
3171,Maruti Ritz VDi,Hyderabad,2013,85388,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,3.9
3172,Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,2017,14700,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,,5.6
3173,Maruti Dzire LDI,Pune,2012,150000,Diesel,Manual,Third,28.4 kmpl,1248 CC,73.75 bhp,5,7.91 Lakh,2.25
3174,Hyundai Verna 1.6 SX,Kolkata,2011,34994,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,,3.9
3175,Jaguar XF Diesel,Coimbatore,2014,82536,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5,,28.63
3176,Skoda Superb Elegance 1.8 TSI AT,Delhi,2013,82000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,,7.25
3177,Maruti Wagon R LXI,Pune,2006,52000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,,2
3178,Volkswagen Polo Petrol Highline 1.2L,Mumbai,2011,20000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,3.5
3179,Honda Civic 2010-2013 1.8 S MT,Hyderabad,2011,55000,Petrol,Manual,First,14.8 kmpl,1799 CC,130.2 bhp,5,,5
3180,Maruti Eeco CNG 5 Seater AC,Ahmedabad,2015,47001,CNG,Manual,First,20.0 km/kg,1196 CC,63 bhp,5,5.36 Lakh,3.72
3181,Maruti Wagon R VXI,Chennai,2014,52000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.51 Lakh,3.45
3182,Maruti Swift Dzire VDI,Kolkata,2013,43284,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.5
3183,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,23875,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5,,14.36
3184,Hyundai Grand i10 Asta,Bangalore,2016,51866,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.5
3185,Nissan Micra Diesel XV Premium,Mumbai,2013,69000,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,,3
3186,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,8.1 Lakh,6.08
3187,Volkswagen Vento Diesel Highline,Chennai,2013,150000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,,5
3188,Toyota Fortuner 4x2 AT,Kochi,2015,47566,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,,20.25
3189,Hyundai Santro GS zipDrive - Euro II,Chennai,2002,67000,Petrol,Manual,Third,0.0 kmpl,999 CC,null bhp,5,,1.2
3190,Toyota Innova Crysta 2.8 GX AT,Pune,2018,20300,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,20.97 Lakh,18
3191,Mercedes-Benz A Class A180 CDI,Pune,2015,48300,Diesel,Automatic,First,20.0 kmpl,2143 CC,107.3 bhp,5,,17.5
3192,Hyundai EON D Lite,Pune,2013,30000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,2.1
3193,Hyundai Elantra CRDi SX,Bangalore,2012,36000,Diesel,Manual,Second,22.7 kmpl,1582 CC,126.24 bhp,5,,7.5
3194,Mini Cooper 3 DOOR D,Kochi,2015,27641,Diesel,Automatic,Second,20.7 kmpl,1496 CC,113.98 bhp,4,34.89 Lakh,24.77
3195,Renault Duster 110PS Diesel RXZ Option,Bangalore,2015,60000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5,,8.65
3196,Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2019,9000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7,,35.5
3197,Toyota Corolla Altis GL MT,Delhi,2014,60750,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5,,10.5
3198,Mahindra XUV500 W7,Delhi,2018,9000,Diesel,Manual,First,14.0 kmpl,2179 CC,155 bhp,7,16.4 Lakh,13
3199,BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,Diesel,Automatic,First,16.77 kmpl,2993 CC,261.49 bhp,5,1.66 Cr,26.5
3200,Maruti Wagon R LX BSIII,Ahmedabad,2004,60000,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5,,1.4
3201,Honda City i VTEC SV,Kochi,2017,38424,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,,7.51
3202,Maruti Swift VDI,Delhi,2014,50000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.3
3203,Honda City i-VTEC CVT VX,Mumbai,2015,19000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,15.29 Lakh,8.95
3204,Maruti Ertiga VDI,Kochi,2015,58734,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,6.91
3205,Renault Duster 110PS Diesel RxZ,Coimbatore,2016,65257,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,,9.75
3206,Maruti Swift Dzire VDi,Jaipur,2010,130000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5,,4
3207,Maruti Ritz VDi,Hyderabad,2011,79000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,3.65
3208,Mahindra XUV500 W8 4WD,Chennai,2013,78000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,,10.75
3209,Honda Brio S MT,Kochi,2015,49133,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,4.51
3210,Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,22769,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,5,,49.22
3211,Tata Manza Club Class Quadrajet90 LS,Coimbatore,2014,54448,Diesel,Manual,First,21.02 kmpl,1248 CC,88.8 bhp,5,,3.7
3212,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2014,158793,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,,12.99
3213,Maruti Swift VXI,Delhi,2015,62088,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,,4.15
3214,Hyundai Verna 1.6 EX VTVT,Kolkata,2012,14800,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,,4.4
3215,Honda Mobilio S i VTEC,Kolkata,2015,26000,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,7,,4.25
3216,Honda Amaze S i-Vtech,Mumbai,2017,32005,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,4.25
3217,Honda City i-VTEC CVT VX,Jaipur,2017,35000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,14.67 Lakh,7.7
3218,Land Rover Range Rover 2.2L Dynamic,Pune,2015,52000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,,39.75
3219,Honda City i-VTEC V,Mumbai,2017,11000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,12.57 Lakh,8.5
3220,Mercedes-Benz E-Class 280 Elegance,Jaipur,2008,62000,Petrol,Automatic,First,9.5 kmpl,2997 CC,231.1 bhp,5,,7
3221,Ford Ikon 1.3 Flair,Chennai,2002,65134,Petrol,Manual,Third,13.8 kmpl,1299 CC,70 bhp,5,,0.8
3222,Toyota Fortuner 4x2 Manual,Delhi,2013,71000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,,15.25
3223,Maruti A-Star Vxi,Hyderabad,2008,51366,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,,2.25
3224,Tata Sumo EX,Kolkata,2016,46300,Diesel,Manual,First,14.07 kmpl,1948 CC,83.1 bhp,7,,4.85
3225,Honda City V AT,Coimbatore,2012,60908,Petrol,Automatic,Second,15.6 kmpl,1497 CC,116.3 bhp,5,,6.42
3226,Nissan Micra XV D,Chennai,2012,93450,Diesel,Manual,Second,23.19 kmpl,1461 CC,63.12 bhp,5,9.48 Lakh,2.5
3227,Hyundai Verna SX CRDi AT,Hyderabad,2011,104000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.32 bhp,5,,5.75
3228,Maruti 800 Std,Pune,2003,52000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4,,0.5
3229,Mahindra XUV500 W8 4WD,Coimbatore,2015,42999,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,,11.52
3230,Maruti SX4 VDI,Delhi,2014,90000,Diesel,Manual,First,21.5 kmpl,1248 CC,88.8 bhp,5,,4.5
3231,Hyundai i20 Sportz AT 1.4,Bangalore,2013,72000,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5,,4.75
3232,Hyundai Creta 1.6 CRDi SX,Coimbatore,2019,54321,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,,13.54
3233,Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,59630,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5,,23.41
3234,Toyota Fortuner 4x2 AT,Hyderabad,2013,116000,Diesel,Automatic,Second,12.55 kmpl,2982 CC,168.5 bhp,7,,19.25
3235,Volvo S60 D4 KINETIC,Ahmedabad,2015,34000,Diesel,Automatic,First,9.0 kmpl,1984 CC,181 bhp,5,,20
3236,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,2011,70000,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5,,13
3237,Honda Accord 2.4 Elegance M/T,Chennai,2010,80000,Petrol,Manual,First,10.2 kmpl,2354 CC,180 bhp,5,,3.99
3238,Honda Amaze S i-Dtech,Pune,2015,110000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.65
3239,Maruti Dzire ZDI,Ahmedabad,2013,56454,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,8.95 Lakh,4.65
3240,Maruti Swift LXI,Kolkata,2013,60000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,,3.15
3241,Toyota Corolla Altis G HV AT,Delhi,2013,56000,Petrol,Automatic,First,14.53 kmpl,1798 CC,138.1 bhp,5,,8.25
3242,Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,2012,63000,Diesel,Automatic,Second,11.49 kmpl,4367 CC,335.3 bhp,5,,65
3243,Maruti Swift VDI,Chennai,2012,63000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.5
3244,Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,15050,Diesel,Manual,First,16.3 kmpl,1956 CC,170 bhp,5,23.19 Lakh,17.5
3245,Maruti Swift VXI BSIV,Mumbai,2016,29401,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,4.31
3246,Honda Jazz 1.2 SV i VTEC,Kochi,2016,25238,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,,6.2
3247,Toyota Etios GD,Chennai,2011,79000,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5,,4.67
3248,Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,58752,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,3.32
3249,Honda Civic 2006-2010 1.8 V AT,Delhi,2011,62000,Petrol,Automatic,First,12.9 kmpl,1799 CC,130 bhp,5,,3.75
3250,Toyota Etios G SP,Bangalore,2013,132000,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5,,4.7
3251,Hyundai Verna 1.6 SX VTVT,Chennai,2016,51000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,,6.5
3252,Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2009,185200,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,,7.25
3253,Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,61717,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5,,8.94
3254,Ford Freestyle Titanium Plus Petrol,Kolkata,2018,8896,Petrol,Manual,First,19.0 kmpl,1194 CC,94.68 bhp,5,8.24 Lakh,7.34
3255,Maruti Baleno Alpha 1.2,Delhi,2016,17000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,6.9
3256,Honda Jazz V,Mumbai,2016,31378,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5,8.71 Lakh,5.9
3257,Hyundai Verna 1.6 CRDi EX AT,Pune,2013,114000,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.3 bhp,5,,6.75
